Lead Origin,Lead Source,Do Not Email,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Specialization,What is your current occupation,City,A free copy of Mastering The Interview,Last Notable Activity,lead_score,actual_converted,assigned_rep
Landing Page Submission,Organic Search,No,0,4.0,213,4.0,Page Visited on Website,Finance Management,Unemployed,Mumbai,Yes,Modified,0.4497762742593493,0,Rep_D
Landing Page Submission,Google,No,0,9.0,181,3.0,Page Visited on Website,Finance Management,Unemployed,Mumbai,No,Page Visited on Website,0.448259214494262,0,Rep_B
Landing Page Submission,Google,No,0,4.0,59,2.0,SMS Sent,Travel and Tourism,Unemployed,Mumbai,No,Modified,0.44786154339545586,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,2.0,247,2.0,SMS Sent,Human Resource Management,Unemployed,Thane & Outskirts,Yes,SMS Sent,0.4477098213802199,0,Rep_D
Landing Page Submission,Organic Search,No,0,9.0,137,9.0,SMS Sent,Travel and Tourism,Unemployed,Other Cities,No,SMS Sent,0.4470593960489817,0,Rep_B
Landing Page Submission,Google,No,0,1.0,583,1.0,Converted to Lead,IT Projects Management,Unemployed,Other Cities,No,Modified,0.44645129168134545,0,Rep_C
Landing Page Submission,Direct Traffic,No,1,3.0,382,3.0,SMS Sent,Media and Advertising,Unemployed,Other Cities,Yes,SMS Sent,0.4459899791357743,1,Rep_D
Landing Page Submission,Direct Traffic,Yes,0,3.0,434,1.5,Page Visited on Website,Finance Management,Working Professional,Other Metro Cities,No,Page Visited on Website,0.4439955047333354,0,Rep_B
Landing Page Submission,Organic Search,No,0,9.0,901,9.0,Email Opened,"Banking, Investment And Insurance",Unemployed,Other Metro Cities,Yes,Email Opened,0.44380119782805666,0,Rep_C
Landing Page Submission,Google,No,0,6.0,268,6.0,SMS Sent,Marketing Management,Unemployed,Mumbai,No,SMS Sent,0.44302269780205283,0,Rep_D
API,Organic Search,No,0,4.0,287,4.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.4423518444657883,0,Rep_B
Landing Page Submission,Google,No,1,4.0,117,4.0,SMS Sent,Human Resource Management,Unemployed,Mumbai,No,SMS Sent,0.44167644922480415,1,Rep_C
Landing Page Submission,Google,No,0,2.0,250,2.0,Form Submitted on Website,Marketing Management,Unemployed,Thane & Outskirts,No,Modified,0.4408458983400045,0,Rep_D
API,Olark Chat,No,1,3.0,166,1.5,Email Opened,Operations Management,Working Professional,Mumbai,No,Email Opened,0.44024177877609705,1,Rep_B
Landing Page Submission,Google,No,0,3.0,246,3.0,Page Visited on Website,Retail Management,Unemployed,Mumbai,No,Modified,0.43939100427011296,0,Rep_C
Landing Page Submission,Google,No,1,5.0,96,1.67,Email Opened,Finance Management,Working Professional,Other Cities,Yes,Modified,0.4387195360190954,1,Rep_D
Landing Page Submission,Google,No,0,3.0,409,3.0,Form Submitted on Website,Operations Management,Unemployed,Mumbai,No,Modified,0.4384640352274749,0,Rep_B
Landing Page Submission,Google,No,0,4.0,205,4.0,SMS Sent,Business Administration,Unemployed,Other Cities,No,Modified,0.43838124890955116,0,Rep_C
API,Olark Chat,No,1,0.0,0,0.0,Unreachable,Finance Management,Unemployed,Mumbai,No,Modified,0.436690806659419,1,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,334,2.0,Unreachable,Rural and Agribusiness,Unemployed,Other Cities,Yes,Modified,0.43514622404422726,0,Rep_B
API,Google,No,1,3.0,899,3.0,SMS Sent,Finance Management,Student,Mumbai,No,SMS Sent,0.43372204485646854,1,Rep_C
Landing Page Submission,Direct Traffic,No,0,2.0,408,2.0,SMS Sent,Operations Management,Unemployed,Mumbai,Yes,Modified,0.4322953940256189,0,Rep_D
API,Organic Search,No,0,4.0,157,4.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.4322219681329215,0,Rep_B
Landing Page Submission,Direct Traffic,No,1,3.0,1353,3.0,Email Opened,Healthcare Management,Student,Mumbai,Yes,Modified,0.4313699502724216,1,Rep_C
API,Organic Search,No,0,2.0,189,1.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.4296727622432017,0,Rep_D
Landing Page Submission,Direct Traffic,No,1,4.0,906,4.0,SMS Sent,Finance Management,Student,Other Cities,Yes,SMS Sent,0.42593885611131904,1,Rep_B
Landing Page Submission,Google,No,0,3.0,110,3.0,SMS Sent,Marketing Management,Unemployed,Mumbai,No,Modified,0.42433302462802824,0,Rep_C
API,Olark Chat,No,1,0.0,0,0.0,Resubscribed to emails,Finance Management,Unemployed,Mumbai,No,Resubscribed to emails,0.42355281559319724,1,Rep_D
Landing Page Submission,Organic Search,No,0,6.0,361,3.0,Email Opened,Rural and Agribusiness,Unemployed,Other Metro Cities,Yes,Email Opened,0.4229327187261233,0,Rep_B
Landing Page Submission,Google,No,0,5.0,157,5.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.42216463046874875,0,Rep_C
API,Google,No,1,24.0,282,3.43,SMS Sent,Human Resource Management,Unemployed,Mumbai,No,SMS Sent,0.42146432564594377,1,Rep_D
API,Google,No,1,2.0,915,2.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.42014376407331644,1,Rep_B
Landing Page Submission,Direct Traffic,No,1,6.0,109,6.0,SMS Sent,E-COMMERCE,Working Professional,Mumbai,Yes,SMS Sent,0.41903868775676084,1,Rep_C
Landing Page Submission,Google,Yes,0,7.0,720,3.5,Unsubscribed,Supply Chain Management,Unemployed,Mumbai,No,Modified,0.41871504392277586,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,4.0,1017,4.0,Email Link Clicked,Supply Chain Management,Unemployed,Mumbai,Yes,Modified,0.41857931908703283,0,Rep_B
Landing Page Submission,Direct Traffic,No,1,4.0,965,4.0,Email Opened,Finance Management,Unemployed,Other Metro Cities,Yes,Email Opened,0.41820048609304095,1,Rep_C
Landing Page Submission,Google,No,0,3.0,493,3.0,Email Opened,Operations Management,Unemployed,Thane & Outskirts,No,Email Opened,0.41737455417981983,0,Rep_D
Landing Page Submission,Direct Traffic,No,1,2.0,277,2.0,SMS Sent,Healthcare Management,Unemployed,Mumbai,Yes,SMS Sent,0.41710739291414844,1,Rep_B
Landing Page Submission,Direct Traffic,No,1,2.0,181,2.0,SMS Sent,International Business,Unemployed,Thane & Outskirts,Yes,SMS Sent,0.4170999335662765,1,Rep_C
API,Google,No,1,4.0,733,4.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.41668949954086326,1,Rep_D
API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Operations Management,Unemployed,Mumbai,No,Modified,0.41571449698248997,1,Rep_B
API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,Mumbai,No,Modified,0.4143947362633748,1,Rep_C
API,Referral Sites,No,0,5.0,133,5.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.41427585650221077,0,Rep_D
Landing Page Submission,Google,No,0,5.0,93,5.0,SMS Sent,Finance Management,Unemployed,Other Cities of Maharashtra,No,SMS Sent,0.4131622572194346,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.41044289128911865,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.41044289128911865,0,Rep_D
API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.41044289128911865,1,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.41044289128911865,0,Rep_C
API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.41044289128911865,1,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.41044289128911865,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.41044289128911865,0,Rep_C
API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.41044289128911865,1,Rep_D
Landing Page Submission,Google,No,0,6.0,398,3.0,Olark Chat Conversation,E-COMMERCE,Unemployed,Mumbai,Yes,Olark Chat Conversation,0.40992772280850637,0,Rep_B
Landing Page Submission,Direct Traffic,No,1,3.0,135,1.5,SMS Sent,Operations Management,Unemployed,Other Metro Cities,Yes,SMS Sent,0.40938406824134604,1,Rep_C
Landing Page Submission,Google,No,1,5.0,285,5.0,Page Visited on Website,Marketing Management,Unemployed,Mumbai,No,Page Visited on Website,0.40907633844604774,1,Rep_D
Landing Page Submission,Direct Traffic,No,1,3.0,936,3.0,Email Opened,Finance Management,Unemployed,Mumbai,Yes,Email Opened,0.4083130679828861,1,Rep_B
Landing Page Submission,Organic Search,No,0,5.0,176,2.5,Email Opened,Marketing Management,Unemployed,Mumbai,No,Email Opened,0.4080694476316802,0,Rep_C
Landing Page Submission,Direct Traffic,No,1,2.0,813,2.0,Email Opened,Finance Management,Unemployed,Other Cities of Maharashtra,Yes,Email Opened,0.4075602954562256,1,Rep_D
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,Mumbai,No,Email Opened,0.4070796454480621,1,Rep_B
Lead Add Form,Welingak Website,Yes,1,0.0,0,0.0,Email Bounced,Finance Management,Unemployed,Mumbai,No,Email Bounced,0.4066713022231949,1,Rep_C
Landing Page Submission,Direct Traffic,No,0,2.0,251,2.0,SMS Sent,IT Projects Management,Unemployed,Mumbai,Yes,SMS Sent,0.40665876034343773,0,Rep_D
API,Google,No,0,2.0,275,2.0,SMS Sent,Operations Management,Unemployed,Mumbai,No,SMS Sent,0.40620446032548924,0,Rep_B
API,Organic Search,No,0,3.0,26,3.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.40590323419868063,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,2.0,59,2.0,SMS Sent,Supply Chain Management,Unemployed,Thane & Outskirts,No,Modified,0.40334696826456073,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,4.0,241,2.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Mumbai,Yes,SMS Sent,0.40316980466378216,0,Rep_B
Landing Page Submission,Google,No,0,3.0,260,3.0,Form Submitted on Website,Business Administration,Unemployed,Thane & Outskirts,No,Modified,0.40305525772675477,0,Rep_C
Landing Page Submission,Google,No,0,2.0,416,2.0,Email Opened,Human Resource Management,Unemployed,Other Metro Cities,No,Email Opened,0.4029038684991828,0,Rep_D
API,Google,No,0,1.0,257,1.0,Unreachable,Finance Management,Unemployed,Mumbai,No,Modified,0.4026600131844526,0,Rep_B
Landing Page Submission,Google,No,0,2.0,589,2.0,Converted to Lead,Human Resource Management,Unemployed,Mumbai,No,Modified,0.40111858243767157,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,6.0,531,6.0,SMS Sent,Supply Chain Management,Unemployed,Mumbai,Yes,SMS Sent,0.40014921565035183,0,Rep_D
Landing Page Submission,Organic Search,No,0,4.0,114,4.0,Page Visited on Website,Business Administration,Unemployed,Mumbai,Yes,Modified,0.40010564331477444,0,Rep_B
API,Google,No,0,2.0,407,1.0,Page Visited on Website,Finance Management,Unemployed,Mumbai,No,Modified,0.39949029049977003,0,Rep_C
Landing Page Submission,Direct Traffic,No,1,7.0,834,3.5,Email Opened,International Business,Unemployed,Thane & Outskirts,Yes,Email Opened,0.3993915440769318,1,Rep_D
Landing Page Submission,Google,No,0,6.0,789,6.0,Email Opened,Business Administration,Unemployed,Mumbai,No,Email Opened,0.39918155750525547,0,Rep_B
Landing Page Submission,Google,No,0,13.0,571,6.5,Page Visited on Website,Supply Chain Management,Unemployed,Mumbai,Yes,Modified,0.398262147404081,0,Rep_C
Landing Page Submission,Direct Traffic,No,1,3.0,177,1.5,SMS Sent,Operations Management,Unemployed,Mumbai,Yes,SMS Sent,0.3971113081600095,1,Rep_D
Landing Page Submission,Press_Release,Yes,0,12.0,1252,12.0,Page Visited on Website,Travel and Tourism,Unemployed,Mumbai,Yes,Modified,0.39705317415916197,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,1.0,858,1.0,Converted to Lead,Marketing Management,Unemployed,Mumbai,Yes,Modified,0.3958522133474367,0,Rep_C
API,Organic Search,No,0,4.0,190,4.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.39580541400479047,0,Rep_D
Landing Page Submission,Google,No,0,3.0,320,3.0,Form Submitted on Website,Marketing Management,Unemployed,Mumbai,No,Modified,0.39450764334884,0,Rep_B
API,Organic Search,No,0,3.0,272,3.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.39328579778404144,0,Rep_C
Landing Page Submission,Organic Search,No,0,5.0,288,2.5,Email Opened,Operations Management,Unemployed,Other Cities of Maharashtra,Yes,Email Opened,0.39259633064350646,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,818,2.0,Email Opened,Marketing Management,Unemployed,Mumbai,Yes,Email Opened,0.39242580967800067,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,2.0,213,2.0,SMS Sent,Operations Management,Unemployed,Mumbai,Yes,SMS Sent,0.3912917549699873,0,Rep_C
Landing Page Submission,Google,No,0,4.0,771,4.0,Email Link Clicked,Finance Management,Unemployed,Mumbai,No,Email Link Clicked,0.3873744832688419,0,Rep_D
Landing Page Submission,Direct Traffic,Yes,1,4.0,1040,4.0,SMS Sent,International Business,Unemployed,Other Cities of Maharashtra,Yes,SMS Sent,0.38703268944863506,1,Rep_B
Landing Page Submission,Organic Search,No,0,4.0,180,2.0,Email Opened,Marketing Management,Unemployed,Mumbai,Yes,Modified,0.38687681025442017,0,Rep_C
Landing Page Submission,Organic Search,No,0,7.0,96,7.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Mumbai,Yes,SMS Sent,0.38609277985434415,0,Rep_D
API,Google,No,0,2.0,432,1.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.38560994937067966,0,Rep_B
Landing Page Submission,Google,No,0,20.0,165,5.0,SMS Sent,Human Resource Management,Unemployed,Mumbai,Yes,SMS Sent,0.3851845532933593,0,Rep_C
API,Referral Sites,No,0,4.0,213,4.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Modified,0.3850088737715438,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Page Visited on Website,Finance Management,Unemployed,Mumbai,No,Page Visited on Website,0.38472102721949974,0,Rep_B
Landing Page Submission,Organic Search,No,0,2.0,38,1.0,Converted to Lead,Operations Management,Unemployed,Thane & Outskirts,No,Modified,0.38463269583235704,0,Rep_C
Landing Page Submission,Google,No,1,6.0,938,6.0,Email Opened,Marketing Management,Unemployed,Mumbai,Yes,Email Opened,0.38448402096011425,1,Rep_D
API,Google,Yes,1,3.0,1040,3.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.3840380724678171,1,Rep_B
Landing Page Submission,Direct Traffic,No,0,3.0,388,3.0,SMS Sent,Finance Management,Unemployed,Mumbai,Yes,Modified,0.38131369648340274,0,Rep_C
Landing Page Submission,Direct Traffic,Yes,0,1.0,1465,1.0,Email Bounced,Travel and Tourism,Unemployed,Other Cities,Yes,Modified,0.3813029134409818,0,Rep_D
Landing Page Submission,Google,No,0,5.0,384,1.67,Email Opened,International Business,Unemployed,Mumbai,No,Email Opened,0.37980114432580186,0,Rep_B
Landing Page Submission,Google,No,0,2.0,57,2.0,Page Visited on Website,Finance Management,Unemployed,Mumbai,No,Modified,0.3797409446504697,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,6.0,503,6.0,SMS Sent,Finance Management,Unemployed,Mumbai,Yes,SMS Sent,0.37925903990953913,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,4.0,453,4.0,Page Visited on Website,Operations Management,Unemployed,Other Cities of Maharashtra,Yes,Page Visited on Website,0.37695843651060085,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,2.0,295,2.0,SMS Sent,International Business,Unemployed,Mumbai,Yes,Modified,0.3767044161389994,0,Rep_C
API,Google,No,1,2.0,331,2.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.37607709962606406,1,Rep_D
API,Google,No,1,3.0,1231,1.5,SMS Sent,Media and Advertising,Other,Mumbai,No,Modified,0.37560106084825307,1,Rep_B
Landing Page Submission,Direct Traffic,No,0,4.0,492,4.0,Page Visited on Website,Finance Management,Unemployed,Other Metro Cities,Yes,Modified,0.37512114647918293,0,Rep_C
API,Organic Search,No,0,2.0,73,1.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.3747204643647336,0,Rep_D
API,Google,Yes,0,5.0,1132,1.25,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.37397011322627954,0,Rep_B
Landing Page Submission,Direct Traffic,No,1,10.0,130,5.0,SMS Sent,Operations Management,Unemployed,Other Cities of Maharashtra,No,SMS Sent,0.37292535048395115,1,Rep_C
API,Olark Chat,No,0,2.0,98,1.0,Page Visited on Website,Finance Management,Unemployed,Mumbai,No,Modified,0.3726967610850761,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,156,2.0,SMS Sent,Human Resource Management,Unemployed,Other Cities,Yes,SMS Sent,0.3720809293329887,0,Rep_B
API,Google,No,0,6.0,430,3.0,Page Visited on Website,Finance Management,Unemployed,Mumbai,No,Page Visited on Website,0.3709465127346376,0,Rep_C
Landing Page Submission,Organic Search,No,0,8.0,241,8.0,SMS Sent,Finance Management,Unemployed,Mumbai,Yes,Modified,0.36995228539578306,0,Rep_D
Landing Page Submission,Direct Traffic,No,1,6.0,464,6.0,SMS Sent,Travel and Tourism,Unemployed,Mumbai,Yes,SMS Sent,0.3695155421494915,1,Rep_B
Landing Page Submission,Direct Traffic,No,1,5.0,586,5.0,Converted to Lead,Healthcare Management,Working Professional,Other Cities of Maharashtra,Yes,Modified,0.36843991253593705,1,Rep_C
API,Google,No,0,4.0,352,2.0,Page Visited on Website,Finance Management,Unemployed,Mumbai,No,Page Visited on Website,0.36697004554467755,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,5.0,391,5.0,SMS Sent,Marketing Management,Unemployed,Mumbai,Yes,SMS Sent,0.3665510531747418,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,3.0,1231,3.0,Page Visited on Website,Finance Management,Other,Mumbai,No,Modified,0.3663635659680231,0,Rep_C
API,Google,No,1,2.0,189,2.0,SMS Sent,Operations Management,Unemployed,Mumbai,No,SMS Sent,0.36601991480084073,1,Rep_D
Landing Page Submission,Direct Traffic,No,1,12.0,414,6.0,SMS Sent,Supply Chain Management,Unemployed,Mumbai,Yes,SMS Sent,0.3647805014410857,1,Rep_B
API,Organic Search,No,0,3.0,427,3.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Modified,0.3640380368654597,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,2.0,129,2.0,SMS Sent,Operations Management,Unemployed,Other Cities,Yes,SMS Sent,0.36285991586241934,0,Rep_D
API,Google,No,0,2.0,465,2.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.36250995748714415,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,5.0,283,2.5,SMS Sent,Marketing Management,Unemployed,Mumbai,Yes,Modified,0.3621791249867943,0,Rep_C
API,Referral Sites,No,0,1.0,153,1.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.3621672240205562,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,151,2.0,SMS Sent,Media and Advertising,Unemployed,Mumbai,Yes,SMS Sent,0.36195003882539495,0,Rep_B
API,Google,No,0,3.0,388,1.5,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3618884492326421,0,Rep_C
API,Organic Search,No,1,26.0,120,13.0,SMS Sent,Human Resource Management,Working Professional,Mumbai,No,SMS Sent,0.3615068757526675,1,Rep_D
API,Organic Search,No,0,2.0,44,1.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.3614153228323271,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,2.0,555,2.0,Email Opened,Operations Management,Unemployed,Mumbai,No,Email Opened,0.36113678242357067,0,Rep_C
Landing Page Submission,Google,No,0,4.0,281,2.0,Email Opened,Operations Management,Unemployed,Thane & Outskirts,No,Email Opened,0.3602006393048174,0,Rep_D
API,Google,No,1,2.0,103,1.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.3596362951991463,1,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Page Visited on Website,Finance Management,Unemployed,Mumbai,No,Modified,0.3595776201949561,0,Rep_C
Landing Page Submission,Google,No,1,4.0,549,4.0,Email Opened,Business Administration,Unemployed,Mumbai,No,Email Opened,0.3585301245030165,1,Rep_D
Landing Page Submission,Google,No,0,5.0,616,5.0,Email Opened,Human Resource Management,Unemployed,Mumbai,No,Email Opened,0.3581143651548368,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,4.0,298,4.0,SMS Sent,IT Projects Management,Unemployed,Mumbai,Yes,SMS Sent,0.35763323649972906,0,Rep_C
Landing Page Submission,Organic Search,No,0,5.0,223,2.5,Email Opened,Finance Management,Unemployed,Other Cities of Maharashtra,Yes,Email Opened,0.3574658095918231,0,Rep_D
API,Google,No,0,3.0,518,3.0,Olark Chat Conversation,Operations Management,Unemployed,Mumbai,No,Modified,0.35698445611990176,0,Rep_B
Landing Page Submission,Organic Search,No,0,5.0,285,5.0,Email Opened,Business Administration,Unemployed,Mumbai,No,Email Opened,0.35644096817015547,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,5.0,313,5.0,SMS Sent,Business Administration,Unemployed,Other Metro Cities,Yes,SMS Sent,0.3562869951702063,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,742,2.0,Email Opened,IT Projects Management,Unemployed,Mumbai,Yes,Email Opened,0.35606437681957037,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,4.0,213,4.0,SMS Sent,Business Administration,Unemployed,Thane & Outskirts,Yes,SMS Sent,0.3557450488188996,0,Rep_C
API,Google,No,1,7.0,953,3.5,Email Opened,"Banking, Investment And Insurance",Unemployed,Mumbai,Yes,Modified,0.35409627194372567,1,Rep_D
Landing Page Submission,Google,No,0,3.0,74,3.0,Page Visited on Website,Finance Management,Unemployed,Mumbai,No,Modified,0.35265286376054333,0,Rep_B
API,Google,No,0,4.0,183,1.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.3526484560624251,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,2.0,739,2.0,Email Opened,Finance Management,Unemployed,Mumbai,Yes,Email Opened,0.3522241035621276,0,Rep_D
Landing Page Submission,Google,No,0,3.0,124,1.5,Email Opened,Finance Management,Unemployed,Thane & Outskirts,No,Modified,0.34926464203182794,0,Rep_B
API,Google,No,1,4.0,49,4.0,Page Visited on Website,Human Resource Management,Working Professional,Mumbai,No,Modified,0.34885372268636444,1,Rep_C
Landing Page Submission,Google,No,0,7.0,159,2.33,Email Opened,IT Projects Management,Unemployed,Thane & Outskirts,No,Modified,0.3488009904100782,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,7.0,313,7.0,SMS Sent,IT Projects Management,Unemployed,Mumbai,No,SMS Sent,0.3482262300271463,0,Rep_B
Landing Page Submission,Google,No,1,5.0,483,5.0,Email Opened,Human Resource Management,Unemployed,Mumbai,No,Modified,0.34736441673503654,1,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_B
API,Olark Chat,No,1,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,1,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.3473044258316041,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,2.0,702,2.0,Email Opened,Hospitality Management,Unemployed,Other Cities,Yes,Email Opened,0.3470091788750881,0,Rep_D
